event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs
333-227116,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['SARATOGA INVESTMENT CORP.'],SARATOGA INVESTMENT CORP.,['0001377936'],0001377936,['SAJ' 'SAR' 'SAT' 'SAY' 'SAZ'],2021-03-03,2021-03-04,1,0,2
333-227148,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['OMEGA HEALTHCARE INVESTORS INC'],OMEGA HEALTHCARE INVESTORS INC,['0000888491'],0000888491,['OHI'],2020-01-02,2020-01-02,0,0,1
333-227158,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ASPEN AEROGELS INC'],ASPEN AEROGELS INC,['0001145986'],0001145986,['ASPN'],2020-02-12,2020-11-05,267,0,3
333-227190,8,8,0,8,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Brighthouse Financial, Inc.']","Brighthouse Financial, Inc.",['0001685040'],0001685040,['BHF' 'BHFAL' 'BHFAM' 'BHFAN' 'BHFAO' 'BHFAP'],2020-05-13,2020-11-12,183,0,8
333-227202,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,"['DuPont de Nemours, Inc.']","DuPont de Nemours, Inc.",['0001666700'],0001666700,['DD'],2020-04-28,2020-04-30,2,0,2
333-227209,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Mirati Therapeutics, Inc.']","Mirati Therapeutics, Inc.",['0001576263'],0001576263,[],2020-01-08,2020-10-28,294,0,5
333-227236,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Celsion CORP'],Celsion CORP,['0000749647'],0000749647,['IMNN'],2020-03-02,2021-01-25,329,0,4
333-227246,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ALGONQUIN POWER & UTILITIES CORP.'],ALGONQUIN POWER & UTILITIES CORP.,['0001174169'],0001174169,['AGQPF' 'AQN' 'AQNB'],2022-06-03,2022-06-03,0,0,1
333-227248,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['VOLITIONRX LTD'],VOLITIONRX LTD,['0000093314'],0000093314,['VNRX'],2020-05-19,2021-02-11,268,0,5
333-227249,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Professional Diversity Network, Inc.']","Professional Diversity Network, Inc.",['0001546296'],0001546296,['IPDN'],2020-07-29,2021-07-08,344,0,2
333-227263,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['SASOL LTD'],SASOL LTD,['0000314590' '0001752360'],0000314590,['SASOF' 'SSL'],2021-03-08,2021-03-16,8,0,2
333-227269,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['OTONOMY, INC.']","OTONOMY, INC.",['0001493566'],0001493566,[],2020-07-09,2021-04-09,274,0,4
333-227363,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['ROCKWELL MEDICAL, INC.']","ROCKWELL MEDICAL, INC.",['0001041024'],0001041024,['RMTI'],2020-02-03,2020-09-25,235,0,3
333-227386,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['RENASANT CORP'],RENASANT CORP,['0000715072'],0000715072,['RNST'],2020-08-31,2020-09-01,1,0,2
333-227398,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['CHEMBIO DIAGNOSTICS, INC.']","CHEMBIO DIAGNOSTICS, INC.",['0001092662'],0001092662,[],2020-05-06,2020-05-08,2,0,2
333-227399,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['General Finance CORP'],General Finance CORP,['0001342287'],0001342287,[],2020-10-20,2020-10-23,3,0,2
333-227427,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CRISPR Therapeutics AG'],CRISPR Therapeutics AG,['0001674416'],0001674416,['CRSP'],2020-06-29,2021-01-15,200,0,4
333-227478,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,"['Argo Group International Holdings, Ltd.']","Argo Group International Holdings, Ltd.",['0001091748'],0001091748,['ARGD' 'ARGO-PA'],2020-07-07,2020-07-09,2,0,2
333-227489,2,2,0,2,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['PIMCO Dynamic Income Fund'],PIMCO Dynamic Income Fund,['0001510599'],0001510599,['PDI'],2020-10-05,2020-10-07,2,0,2
333-227526,1,1,1,0,True,['8-K/A'],['other'],other,"['Shengda Network Technology, Inc.']","Shengda Network Technology, Inc.",['0001753931'],0001753931,[],2020-10-30,2020-10-30,0,1,0
333-227546,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['2U, Inc.']","2U, Inc.",['0001459417'],0001459417,['TWOUQ'],2020-08-05,2020-08-07,2,0,2
333-227572,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Xenetic Biosciences, Inc.']","Xenetic Biosciences, Inc.",['0001534525'],0001534525,['XBIO'],2020-12-11,2020-12-11,0,0,1
333-227595,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['FIRST MID BANCSHARES, INC.']","FIRST MID BANCSHARES, INC.",['0000700565'],0000700565,['FMBH'],2020-09-28,2020-10-05,7,0,2
333-227624,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['NuCana plc'],NuCana plc,['0001709626'],0001709626,['NCNA'],2020-09-16,2020-09-17,1,0,2
333-227640,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['XAI Octagon Floating Rate & Alternative Income Term Trust'],XAI Octagon Floating Rate & Alternative Income Term Trust,['0001703079'],0001703079,['XFLT' 'XFLT-PA'],2020-12-07,2020-12-07,0,0,1
333-227641,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['VICI PROPERTIES INC.'],VICI PROPERTIES INC.,['0001705696'],0001705696,['VICI'],2020-06-15,2021-03-05,263,0,4
333-227666,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ODYSSEY MARINE EXPLORATION INC'],ODYSSEY MARINE EXPLORATION INC,['0000798528'],0000798528,['OMEX'],2020-08-25,2021-10-05,406,0,2
333-227683,7,7,0,7,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Arcimoto Inc'],Arcimoto Inc,['0001558583'],0001558583,['FUVV'],2020-06-11,2021-01-25,228,0,7
333-227737,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Allegiant Travel CO'],Allegiant Travel CO,['0001362468'],0001362468,['ALGT'],2021-05-05,2021-05-07,2,0,2
333-227740,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CONAGRA BRANDS INC.'],CONAGRA BRANDS INC.,['0000023217'],0000023217,['CAG'],2020-10-07,2020-10-08,1,0,2
333-227741,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Integrated Media Technology Ltd'],Integrated Media Technology Ltd,['0001668438'],0001668438,['IMTE'],2020-02-24,2021-07-08,500,0,4
333-227742,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['CAL-MAINE FOODS INC'],CAL-MAINE FOODS INC,['0000016160'],0000016160,['CALM'],2020-08-17,2020-08-21,4,0,2
333-227749,2,2,0,2,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['Chubb Ltd'],Chubb Ltd,['0000896159' '0001086754'],0000896159,['CB'],2020-09-14,2020-09-16,2,0,2
333-227792,9,9,0,9,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['CITIZENS FINANCIAL GROUP INC/RI'],CITIZENS FINANCIAL GROUP INC/RI,['0000759944'],0000759944,['CFG' 'CFG-PE' 'CFG-PH'],2020-02-03,2021-06-07,490,0,9
333-227814,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Intellia Therapeutics, Inc.']","Intellia Therapeutics, Inc.",['0001652130'],0001652130,['NTLA'],2020-06-01,2020-06-03,2,0,2
333-227817,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Lianluo Smart Ltd'],Lianluo Smart Ltd,['0001474627'],0001474627,['NEGG'],2020-02-13,2020-02-28,15,0,4
333-227858,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['AYRO, Inc.']","AYRO, Inc.",['0001086745'],0001086745,['AYRO'],2020-06-19,2020-11-24,158,0,4
333-227952,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['VERRA MOBILITY Corp'],VERRA MOBILITY Corp,['0001682745'],0001682745,['VRRM'],2021-08-19,2021-08-19,0,0,1
333-227955,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['CAPRICOR THERAPEUTICS, INC.']","CAPRICOR THERAPEUTICS, INC.",['0001133869'],0001133869,['CAPR'],2020-05-04,2020-05-04,0,0,1
333-227968,1,1,0,1,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['EATON VANCE SENIOR INCOME TRUST'],EATON VANCE SENIOR INCOME TRUST,['0001070732'],0001070732,['EVF'],2021-10-21,2021-10-21,0,0,1
333-227970,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['DELCATH SYSTEMS, INC.']","DELCATH SYSTEMS, INC.",['0000872912'],0000872912,['DCTH'],2020-08-18,2020-12-09,113,0,3
333-227995,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['BankUnited, Inc.']","BankUnited, Inc.",['0001504008'],0001504008,['BKU'],2020-06-04,2020-06-05,1,0,2
333-228063,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['CLEANSPARK, INC.']","CLEANSPARK, INC.",['0000827876'],0000827876,['CLSK'],2020-07-22,2020-07-22,0,0,1
333-228126,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Equitrans Midstream Corp'],Equitrans Midstream Corp,['0001747009'],0001747009,['EQTNP'],2020-05-15,2020-05-15,0,0,1
333-228129,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Equitrans Midstream Corp'],Equitrans Midstream Corp,['0001747009'],0001747009,['EQTNP'],2020-05-15,2020-05-15,0,0,1
333-228142,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['RETAIL PROPERTIES OF AMERICA, INC.']","RETAIL PROPERTIES OF AMERICA, INC.",['0001222840'],0001222840,[],2020-07-17,2020-08-19,33,0,4
333-228149,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['AGILE THERAPEUTICS INC'],AGILE THERAPEUTICS INC,['0001261249'],0001261249,['AGRX' 'AGXRW'],2020-02-20,2020-02-21,1,0,2
333-228158,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ENERGY FUELS INC'],ENERGY FUELS INC,['0001385849'],0001385849,['UUUU'],2020-02-13,2021-04-09,421,0,4
333-228161,1,1,0,1,False,['8-K'],['current_report'],current_report,['UNEX HOLDINGS INC.'],UNEX HOLDINGS INC.,['0001700844'],0001700844,['EVOH'],2021-12-21,2021-12-21,0,1,0
333-228182,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['China Ceramics Co., Ltd' 'Antelope Enterprise Holdings Ltd']","China Ceramics Co., Ltd",['0001470683'],0001470683,['AEHL'],2020-05-26,2021-06-14,384,0,3
333-228220,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['Akerna Corp.'],Akerna Corp.,['0001755953'],0001755953,['GRYP'],2020-08-26,2022-01-27,519,0,2
333-228251,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ProQR Therapeutics N.V.'],ProQR Therapeutics N.V.,['0001612940'],0001612940,['PRQR'],2020-03-31,2021-04-01,366,0,4
333-228268,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Cidara Therapeutics, Inc.']","Cidara Therapeutics, Inc.",['0001610618'],0001610618,['CDTX'],2020-01-22,2021-10-08,625,0,5
333-228269,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['WATSCO INC'],WATSCO INC,['0000105016'],0000105016,['WSO' 'WSO-B'],2021-08-06,2021-08-06,0,0,1
333-228294,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['WESTPAC BANKING CORP'],WESTPAC BANKING CORP,['0000719245'],0000719245,['WEBNF'],2020-01-23,2020-11-12,294,0,6
333-228319,2,2,0,2,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['Acer Therapeutics Inc.'],Acer Therapeutics Inc.,['0001069308'],0001069308,[],2020-03-18,2021-03-03,350,0,2
333-228321,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['OMEGA HEALTHCARE INVESTORS INC'],OMEGA HEALTHCARE INVESTORS INC,['0000888491' '0001639315'],0000888491,['OHI'],2020-10-07,2021-03-05,149,0,5
333-228333,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['KKR & Co. Inc.'],KKR & Co. Inc.,['0001404912'],0001404912,['KKR' 'KKRS'],2020-08-10,2020-08-13,3,0,2
333-228430,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Eloxx Pharmaceuticals, Inc.']","Eloxx Pharmaceuticals, Inc.",['0001035354'],0001035354,['ELOX'],2021-05-13,2021-05-17,4,0,2
333-228433,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CADIZ INC'],CADIZ INC,['0000727273'],0000727273,['CDZI' 'CDZIP'],2020-08-03,2021-06-04,305,0,2
333-228479,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['IMMUCELL CORP /DE/'],IMMUCELL CORP /DE/,['0000811641'],0000811641,['ICCC'],2021-04-16,2021-04-16,0,0,1
333-228513,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['FATE THERAPEUTICS INC'],FATE THERAPEUTICS INC,['0001434316'],0001434316,['FATE'],2020-06-08,2021-01-07,213,0,4
333-228532,4,4,0,4,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['ROPER TECHNOLOGIES INC'],ROPER TECHNOLOGIES INC,['0000882835'],0000882835,['ROP'],2020-06-08,2020-08-20,73,0,4
333-228581,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['EyePoint Pharmaceuticals, Inc.']","EyePoint Pharmaceuticals, Inc.",['0001314102'],0001314102,['EYPT'],2020-02-20,2020-08-05,167,0,3
333-228603,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['NORDIC AMERICAN TANKERS Ltd'],NORDIC AMERICAN TANKERS Ltd,['0001000177'],0001000177,['NAT'],2020-10-16,2021-09-29,348,0,2
333-228614,679,679,0,679,False,['424B2' '424B3'],['prospectus_supplement'],prospectus_supplement,['BANK OF NOVA SCOTIA'],BANK OF NOVA SCOTIA,['0000009631'],0000009631,['BNS'],2020-01-02,2021-12-29,727,0,679
333-228624,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Nxt-ID, Inc.']","Nxt-ID, Inc.",['0001566826'],0001566826,['LGMK'],2020-07-13,2021-02-01,203,0,3
333-228626,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['CONTRAFECT Corp'],CONTRAFECT Corp,['0001478069'],0001478069,['CFRXQ'],2020-05-21,2020-05-26,5,0,2
333-228656,7,7,0,7,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Allena Pharmaceuticals, Inc.']","Allena Pharmaceuticals, Inc.",['0001624658'],0001624658,[],2020-06-05,2021-07-15,405,0,7
333-228661,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Spero Therapeutics, Inc.']","Spero Therapeutics, Inc.",['0001701108'],0001701108,['SPRO'],2020-02-11,2020-09-14,216,0,3
333-228720,5,5,0,5,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['GLADSTONE CAPITAL CORP'],GLADSTONE CAPITAL CORP,['0001143513'],0001143513,['GLAD' 'GLADZ'],2020-12-08,2021-05-10,153,0,5
333-228773,6,6,0,6,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['cbdMD, Inc.']","cbdMD, Inc.",['0001644903'],0001644903,['YCBD' 'YCBD-PA'],2020-01-08,2021-06-30,539,0,6
333-228804,8,8,0,8,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,"['PNC FINANCIAL SERVICES GROUP, INC.']","PNC FINANCIAL SERVICES GROUP, INC.",['0000713676'],0000713676,['PNC'],2020-01-16,2021-09-09,602,0,8
333-228831,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['KalVista Pharmaceuticals, Inc.']","KalVista Pharmaceuticals, Inc.",['0001348911'],0001348911,['KALV'],2021-02-09,2021-02-11,2,0,2
333-228862,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['eHealth, Inc.']","eHealth, Inc.",['0001333493'],0001333493,['EHTH'],2020-03-02,2020-03-04,2,0,2
333-228877,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ORASURE TECHNOLOGIES INC'],ORASURE TECHNOLOGIES INC,['0001116463'],0001116463,['OSUR'],2020-06-02,2020-06-03,1,0,2
333-228882,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['SG BLOCKS, INC.']","SG BLOCKS, INC.",['0001023994'],0001023994,['SGBX'],2020-04-01,2021-10-26,573,0,3
333-228906,2,2,0,2,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['SIMPLICITY ESPORTS & GAMING Co'],SIMPLICITY ESPORTS & GAMING Co,['0001708410'],0001708410,['WINR'],2020-10-14,2021-12-03,415,0,2
333-228909,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['LiveXLive Media, Inc.' 'LiveOne, Inc.']","LiveXLive Media, Inc.",['0001491419'],0001491419,['LVO'],2020-07-22,2022-01-24,551,0,5
333-228910,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Vaxart, Inc.']","Vaxart, Inc.",['0000072444'],0000072444,['VXRT'],2020-03-02,2020-03-02,0,0,1
333-228926,7,7,0,7,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Zomedica Pharmaceuticals Corp.' 'Zomedica Corp.'],Zomedica Pharmaceuticals Corp.,['0001684144'],0001684144,['ZOM'],2020-02-13,2021-02-09,362,0,7
333-228967,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Aeglea BioTherapeutics, Inc.']","Aeglea BioTherapeutics, Inc.",['0001636282'],0001636282,['SYRE'],2020-04-16,2020-04-28,12,0,3
333-229002,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['AgroFresh Solutions, Inc.']","AgroFresh Solutions, Inc.",['0001592016'],0001592016,[],2020-06-26,2020-06-26,0,0,1
333-229019,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['ACHIEVE LIFE SCIENCES, INC.']","ACHIEVE LIFE SCIENCES, INC.",['0000949858'],0000949858,['ACHV'],2020-06-29,2021-05-25,330,0,5
333-229038,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['CALAMOS CONVERTIBLE & HIGH INCOME FUND'],CALAMOS CONVERTIBLE & HIGH INCOME FUND,['0001222719'],0001222719,['CHY'],2021-03-05,2024-12-20,1386,0,2
333-229042,2,2,0,2,False,['424B3' '424B5'],['prospectus_supplement'],prospectus_supplement,['CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND'],CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,['0001171471'],0001171471,['CHI'],2021-03-05,2024-12-20,1386,0,2
333-229043,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['KKR Real Estate Finance Trust Inc.'],KKR Real Estate Finance Trust Inc.,['0001631596'],0001631596,['KREF' 'KREF-PA'],2021-04-09,2021-04-13,4,0,2
333-229045,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['HTG MOLECULAR DIAGNOSTICS, INC']","HTG MOLECULAR DIAGNOSTICS, INC",['0001169987'],0001169987,['HTGMQ'],2020-03-25,2020-03-25,0,0,1
333-229085,4,4,0,4,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['OCULAR THERAPEUTIX, INC']","OCULAR THERAPEUTIX, INC",['0001393434'],0001393434,['OCUL'],2020-05-19,2020-10-14,148,0,4
333-229090,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['ENDRA Life Sciences Inc.'],ENDRA Life Sciences Inc.,['0001681682'],0001681682,['NDRA'],2020-03-27,2021-02-19,329,0,5
333-229103,8,8,0,8,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['MEDICAL PROPERTIES TRUST INC'],MEDICAL PROPERTIES TRUST INC,['0001287865' '0001524607' '0001531619'],0001287865,['MPW'],2020-11-19,2021-09-24,309,0,8
333-229105,5,5,0,5,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"[""REED'S, INC.""]","REED'S, INC.",['0001140215'],0001140215,['REED'],2020-04-15,2021-05-06,386,0,5
333-229120,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['scPharmaceuticals Inc.'],scPharmaceuticals Inc.,['0001604950'],0001604950,['SCPH'],2020-05-20,2020-05-22,2,0,2
333-229140,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['Cue Biopharma, Inc.']","Cue Biopharma, Inc.",['0001645460'],0001645460,['CUE'],2020-03-27,2020-03-27,0,0,1
333-229191,8,8,0,8,False,['424B2' '424B5'],['prospectus_supplement'],prospectus_supplement,['NOMURA HOLDINGS INC'],NOMURA HOLDINGS INC,['0001163653'],0001163653,['NMR' 'NRSCF'],2020-01-08,2021-07-07,546,0,8
333-229337,2,2,0,2,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Oxford Square Capital Corp.'],Oxford Square Capital Corp.,['0001259429'],0001259429,['OXSQ' 'OXSQG' 'OXSQZ'],2021-05-13,2021-05-14,1,0,2
333-229338,6,6,0,6,False,['424B2'],['prospectus_supplement'],prospectus_supplement,['FIRST HORIZON NATIONAL CORP' 'FIRST HORIZON CORP'],FIRST HORIZON NATIONAL CORP,['0000036966'],0000036966,['FHN' 'FHN-PB' 'FHN-PC' 'FHN-PE' 'FHN-PF'],2020-05-20,2021-04-30,345,0,6
333-229342,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,"['PT Ace Hardware Indonesia, Tbk./ADR']","PT Ace Hardware Indonesia, Tbk./ADR",['0001765812'],0001765812,[],2024-07-25,2024-07-25,0,0,1
333-229349,9,9,0,9,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['NeuroMetrix, Inc.']","NeuroMetrix, Inc.",['0001289850'],0001289850,['NURO'],2020-02-19,2021-08-13,541,0,9
333-229365,3,3,0,3,False,['424B5'],['prospectus_supplement'],prospectus_supplement,"['EYENOVIA, INC.']","EYENOVIA, INC.",['0001682639'],0001682639,['EYEN'],2020-08-18,2021-05-14,269,0,3
333-229399,1,1,0,1,False,['8-K'],['current_report'],current_report,['BioNexus Gene Lab Corp'],BioNexus Gene Lab Corp,['0001737523'],0001737523,['BGLC'],2020-12-30,2020-12-30,0,1,0
333-229442,1,1,0,1,False,['424B3'],['prospectus_supplement'],prospectus_supplement,['FIRST COMMUNITY CORP /SC/'],FIRST COMMUNITY CORP /SC/,['0000932781'],0000932781,['FCCO'],2021-12-06,2021-12-06,0,0,1
333-229445,1,1,0,1,False,['424B5'],['prospectus_supplement'],prospectus_supplement,['Eaton Vance Tax-Managed Diversified Equity Income Fund'],Eaton Vance Tax-Managed Diversified Equity Income Fund,['0001340736'],0001340736,['ETY'],2022-06-08,2022-06-08,0,0,1
